,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
169,1.18906008600177e-228,1.37200567817637,0.932,0.764,2.76908312828093e-224,6,Dnajc1
170,0,1.36380613657047,0.958,0.497,0,6,Ankrd33b
171,2.96451082889607e-213,1.35531877396812,0.409,0.121,6.90375281833316e-209,6,Psd3
172,1.25838014572025e-310,1.35019706994271,0.689,0.245,2.93051568335331e-306,6,Gm47662
173,0,1.33047574640313,0.938,0.49,0,6,Il15ra
174,1.01944570850696e-290,1.32349195213956,0.989,0.897,2.37408516597102e-286,6,Wnk1
175,1.95127745089059e-312,1.28885767103053,0.805,0.318,4.544134927634e-308,6,Synpo2
176,4.38029512338481e-266,1.28239302034821,0.503,0.189,1.02008312833386e-261,6,Clcn5
177,1.39118291694828e-263,1.22624448195172,0.914,0.64,3.23978677698915e-259,6,Rasa2
178,0,1.21834803406762,0.942,0.698,0,6,Ktn1
179,2.23275093030815e-214,1.17830595309342,0.463,0.12,5.19963036650161e-210,6,Yes1
180,3.08358355498518e-228,1.17622086810808,0.828,0.445,7.18104938284948e-224,6,Ly75
181,1.96953849279588e-273,1.16983696863085,0.877,0.491,4.58666124202304e-269,6,Tmem150c
182,1.50041100423642e-280,1.16699925558839,0.846,0.382,3.49415714666578e-276,6,Fas
183,0,1.15420660550854,0.989,0.862,0,6,Phf21a
184,4.11068927462741e-251,1.14852244104937,0.935,0.756,9.57297318275231e-247,6,Plcl2
185,1.86452328565242e-313,1.13474313969243,0.998,0.876,4.34210182762735e-309,6,Tank
186,1.2310801329949e-278,1.10471849267008,0.893,0.543,2.86693941371853e-274,6,Sfmbt1
187,2.72047752894833e-268,1.09535821039461,0.999,0.942,6.33544806941486e-264,6,Dock10
188,2.45237484482266e-199,1.07580103234264,0.717,0.423,5.711090538623e-195,6,Cdk6
189,1.31241343166274e-156,1.05032648297524,0.913,0.715,3.05634839965618e-152,6,Atrnl1
190,3.46896985449401e-194,1.02697934060302,0.884,0.638,8.07853699714566e-190,6,App
191,0,3.565171347385,0.998,0.307,0,8,Ppt1
192,0,3.47996833291287,0.926,0.125,0,8,Cadm1
193,0,3.44527665958347,0.989,0.086,0,8,Naaa
194,0,3.35529466211457,1,0.259,0,8,Wdfy4
195,0,2.99935915586226,0.998,0.381,0,8,Irf8
196,0,2.91414972627049,0.995,0.241,0,8,Mctp1
197,0,2.78183183098129,0.987,0.059,0,8,Clec9a
198,0,2.64287644577314,0.97,0.019,0,8,Xcr1
199,0,2.52160815257874,0.999,0.284,0,8,Plbd1
200,0,2.36354131158717,1,0.718,0,8,Psap
201,0,2.27735783552822,0.996,0.226,0,8,Mpeg1
202,0,2.26380595471887,0.997,0.496,0,8,Cdk14
203,0,2.22609014311195,0.987,0.222,0,8,Btla
204,0,2.16308066104354,0.998,0.781,0,8,Camk1d
205,0,2.16272878598453,0.963,0.235,0,8,Arsb
206,0,2.1333612596101,0.985,0.386,0,8,Slc9a9
207,0,2.10562900641834,0.595,0.042,0,8,Cxcl9
208,0,2.03935587602134,0.959,0.397,0,8,Ccser1
209,0,1.94580151536236,0.956,0.01,0,8,Rab7b
210,0,1.92663378218701,0.943,0.159,0,8,Havcr2
211,0,1.89040096552781,0.94,0.115,0,8,Cd36
212,0,1.86107407038297,0.923,0.06,0,8,P2ry14
213,0,1.85351706554467,0.887,0.016,0,8,Tlr3
214,0,1.80376091379961,0.952,0.251,0,8,Slco3a1
215,0,1.67056880999487,0.986,0.373,0,8,Pbx1
216,0,1.62898698134116,0.789,0.096,0,8,P3h2
217,5.32103159562228e-294,1.58781057404456,0.873,0.371,1.23916183798852e-289,8,Dnase1l3
218,0,1.5676647063559,0.791,0.148,0,8,Ccr9
219,0,1.56130401639017,0.796,0.017,0,8,Clec1a
220,0,1.54959383250714,0.977,0.251,0,8,Pkib
221,0,2.78900720985329,0.899,0.223,0,9,Ccnd1
222,0,2.6520239553776,0.677,0.052,0,9,Ryr3
223,3.54187153606322e-275,2.44917497486589,0.333,0.02,8.24831043318402e-271,9,Dkk2
224,0,1.99481494797349,0.99,0.513,0,9,Dscam
225,0,1.96636163848922,0.986,0.633,0,9,Rasal2
226,0,1.95934028490238,0.841,0.558,0,9,Runx2
227,0,1.93492542900405,0.974,0.611,0,9,Slc8a1
228,0,1.8279511478189,0.902,0.501,0,9,Specc1
