,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
SMAD4,9.94972580752395e-26,0.387389662083185,0.179,0.284,1.71095484986182e-21,SMAD4
NUTF2,1.00124959446596e-25,-0.543461535533124,0.045,0.393,1.72174880264367e-21,NUTF2
COX14,1.00769829773916e-25,-0.754853787547742,0.03,0.418,1.73283799279226e-21,COX14
CTSS,1.00838310306178e-25,0.0345426534950897,0.59,0.9,1.73401558402503e-21,CTSS
PLP2,1.00989633890398e-25,-0.395033928446254,0.149,0.523,1.73661774437929e-21,PLP2
CHCHD3,1.01318262432889e-25,0.0247735073624885,0.104,0.316,1.74226884079595e-21,CHCHD3
RNF114,1.02299179940864e-25,-0.0630488685381005,0.119,0.375,1.7591366982631e-21,RNF114
COMMD3,1.03117311184123e-25,-0.616245816517943,0.075,0.462,1.77320528312217e-21,COMMD3
ABHD16A,1.03620177578063e-25,0.393612450481716,0.142,0.222,1.78185257363237e-21,ABHD16A
IFI35,1.0428509430757e-25,-0.508184744688466,0.052,0.394,1.79328648171297e-21,IFI35
NDUFC1,1.04537081996789e-25,-0.701773176611146,0.015,0.38,1.79761966201679e-21,NDUFC1
1110004F10RIK,1.04891701955017e-25,-0.699883286740063,0.03,0.409,1.80371770681847e-21,1110004F10RIK
ING4,1.05830151607374e-25,0.46281738905145,0.149,0.195,1.8198552870404e-21,ING4
SKAP2,1.072042927413e-25,0.400830844187721,0.388,0.539,1.8434850179794e-21,SKAP2
MRPL4,1.08314517278486e-25,-0.448317254689347,0.045,0.386,1.86257643912084e-21,MRPL4
HNRNPM,1.0854699040656e-25,0.023141555187302,0.209,0.484,1.86657404703121e-21,HNRNPM
DNM2,1.08666592288436e-25,0.0933962296270016,0.194,0.411,1.86863072099194e-21,DNM2
ZFAND3,1.11274695174936e-25,0.345202387515758,0.157,0.274,1.9134796582282e-21,ZFAND3
RBMX,1.12925435654538e-25,0.328507865222385,0.119,0.249,1.94186579151543e-21,RBMX
CENPX,1.19476647168564e-25,-0.757377654622799,0.022,0.402,2.05452042471063e-21,CENPX
CYFIP2,1.2745827196436e-25,0.0385614251425181,0.224,0.502,2.19177244469913e-21,CYFIP2
SNX6,1.28697741700198e-25,-0.32737163258307,0.09,0.414,2.21308636627661e-21,SNX6
BPTF,1.34313834084443e-25,0.253031635969264,0.142,0.291,2.30966069091608e-21,BPTF
ZEB1,1.35121464307545e-25,0.770747613039379,0.216,0.195,2.32354870023255e-21,ZEB1
FILIP1L,1.38185001814438e-25,-0.0824295537625976,0.276,0.623,2.37622929120107e-21,FILIP1L
RNF4,1.41098045933799e-25,0.433069583275414,0.142,0.206,2.42632199787761e-21,RNF4
VAV3,1.4362240983762e-25,0.865284747413413,0.164,0.116,2.46973095956772e-21,VAV3
BAZ1A,1.4671416011954e-25,0.162603532433427,0.142,0.325,2.52289669741561e-21,BAZ1A
ANKHD1,1.47968609791418e-25,0.496493639463385,0.209,0.256,2.54446821397323e-21,ANKHD1
SOAT1,1.54074224494818e-25,0.733359826759606,0.149,0.142,2.6494603644129e-21,SOAT1
RBL2,1.55968123277179e-25,0.360085543901083,0.291,0.468,2.68202784787437e-21,RBL2
STON2,1.58812335211799e-25,0.635241053340285,0.187,0.239,2.7309369163021e-21,STON2
ANXA2,1.61191149617884e-25,-1.2867148882487,0.313,0.773,2.77184300882914e-21,ANXA2
YKT6,1.67229488377295e-25,0.514524956130134,0.149,0.188,2.87567828213597e-21,YKT6
PSMD12,1.6846453592684e-25,-0.328309301556845,0.06,0.377,2.89691615979794e-21,PSMD12
DEGS1,1.68963686550397e-25,0.158740814691998,0.224,0.437,2.90549955392062e-21,DEGS1
CNIH4,1.71642632909816e-25,-0.300946918543675,0.097,0.404,2.9515667155172e-21,CNIH4
AK6,1.72993695514499e-25,-0.786122842185037,0.022,0.409,2.97479958806733e-21,AK6
RNF10,1.73296989953312e-25,0.416159961103142,0.231,0.333,2.98001503923716e-21,RNF10
STX6,1.74114418570364e-25,0.399954723516401,0.216,0.333,2.99407154173599e-21,STX6
LAMTOR1,1.74521603924369e-25,-0.527757116101975,0.082,0.448,3.00107350108346e-21,LAMTOR1
CCT3,1.79731882124827e-25,-0.358678711076966,0.119,0.461,3.09066944501852e-21,CCT3
SARAF,1.84018023780987e-25,0.242171038626626,0.41,0.675,3.16437393693785e-21,SARAF
POGLUT1,1.86003945121814e-25,0.627316449782048,0.261,0.313,3.19852384031471e-21,POGLUT1
DNAJC15,1.8718109851862e-25,-0.71714437490359,0.06,0.455,3.21876617012619e-21,DNAJC15
SEC13,1.94825604337277e-25,-0.283251323911348,0.112,0.426,3.35022109218381e-21,SEC13
SYF2,2.03292132715144e-25,-0.67183906083934,0.052,0.435,3.49581151416962e-21,SYF2
ST3GAL1,2.03858803328605e-25,0.508023431063319,0.201,0.276,3.50555598203869e-21,ST3GAL1
VTA1,2.04694163756349e-25,0.190369877677233,0.112,0.29,3.51992083995418e-21,VTA1
MIF4GD,2.0524657253088e-25,-0.36052712689588,0.127,0.479,3.52942006124102e-21,MIF4GD
ACBD6,2.06911204334103e-25,-0.36947669217179,0.06,0.367,3.55804506972923e-21,ACBD6
SPINT2,2.16442897852865e-25,-0.180745338570547,0.455,0.819,3.72195207147786e-21,SPINT2
GLA,2.17818153814147e-25,1.20119014797895,0.328,0.338,3.74560097298807e-21,GLA
DRG1,2.2772752630774e-25,-0.767914234805277,0,0.352,3.91600254238789e-21,DRG1
SLMAP,2.28393558212566e-25,0.67012193883226,0.201,0.21,3.92745562702328e-21,SLMAP
ASXL2,2.3229364078802e-25,0.801292232092977,0.179,0.128,3.99452144699079e-21,ASXL2
PDE6D,2.34247694256444e-25,-0.301923826587026,0.104,0.432,4.02812335043382e-21,PDE6D
CARMIL1,2.38835656643199e-25,0.772102806461283,0.149,0.111,4.10701795163646e-21,CARMIL1
TMEM39A,2.413175685496e-25,0.884835031853552,0.321,0.403,4.14969690877892e-21,TMEM39A
SORCS2,2.42003019055242e-25,0.890830713602625,0.149,0.103,4.16148391567395e-21,SORCS2
FBL,2.43627306412347e-25,-0.516873888703386,0.06,0.405,4.18941516106671e-21,FBL
D5ERTD579E,2.46382344833259e-25,0.588168276445148,0.127,0.129,4.23679080175272e-21,D5ERTD579E
ZFP148,2.48863624285384e-25,0.406490677603243,0.209,0.315,4.27945888321146e-21,ZFP148
ZPR1,2.558460255768e-25,0.208461306625338,0.06,0.182,4.39952825581865e-21,ZPR1
SLC7A10,2.56826847234811e-25,0.642084627394423,0.231,0.283,4.41639446504981e-21,SLC7A10
LPCAT1,2.58008156976773e-25,0.0974276561363331,0.127,0.362,4.43670826737258e-21,LPCAT1
YLPM1,2.62257822008056e-25,0.467355914960545,0.179,0.255,4.50978550725052e-21,YLPM1
GRAP,2.62481441279756e-25,-0.825655937702055,0.09,0.507,4.51363086424668e-21,GRAP
ATP6V0B,2.66200862401893e-25,-0.195928647516984,0.396,0.764,4.57759002986295e-21,ATP6V0B
PON2,2.69176637403559e-25,0.282137959378299,0.172,0.337,4.62876145679161e-21,PON2
TRAPPC4,2.70864281738701e-25,-0.271922694916884,0.127,0.448,4.6577821887787e-21,TRAPPC4
COPB2,2.71522077263148e-25,-0.182659628234205,0.149,0.454,4.6690936406171e-21,COPB2
SMARCC1,2.7537484362882e-25,0.166755546347389,0.149,0.336,4.73534581104118e-21,SMARCC1
MLEC,2.7949029936639e-25,0.300807582507571,0.164,0.304,4.80611518790444e-21,MLEC
TOP2B,2.83678999576573e-25,-0.169456342182493,0.172,0.497,4.87814407671875e-21,TOP2B
BCAM,2.83862009129362e-25,0.566954498716018,0.239,0.332,4.88129110898851e-21,BCAM
SDF2L1,2.89459560910489e-25,0.0655145285791134,0.134,0.361,4.97754660941677e-21,SDF2L1
PRDX6,2.94265239944649e-25,0.768275342891037,0.41,0.566,5.06018506608819e-21,PRDX6
HNRNPD,2.96734198850044e-25,-0.131165280697623,0.104,0.381,5.10264128342536e-21,HNRNPD
D16ERTD472E,2.98006768876368e-25,0.906807292578213,0.246,0.273,5.12452439759802e-21,D16ERTD472E
TMTC2,3.02647441740064e-25,0.639681753472918,0.254,0.461,5.20432540816213e-21,TMTC2
BIRC3,3.03074546627281e-25,0.45079340447231,0.41,0.614,5.21166990380272e-21,BIRC3
ERP44,3.03352204948328e-25,-0.176479078068299,0.112,0.385,5.21644451629146e-21,ERP44
TNIP1,3.10393131040388e-25,-0.0830131258344322,0.187,0.484,5.33752028137051e-21,TNIP1
EIF4E2,3.1547363014893e-25,-0.351480292165543,0.09,0.418,5.424884544041e-21,EIF4E2
ACTR3,3.15660676998355e-25,-0.0580904450720006,0.575,0.894,5.42810100166372e-21,ACTR3
TXNDC9,3.16168491662302e-25,-0.0369821440320204,0.142,0.384,5.43683338262494e-21,TXNDC9
SNRNP70,3.1702450406856e-25,0.116613164446582,0.299,0.557,5.45155337196296e-21,SNRNP70
BAIAP2,3.18262111883611e-25,0.732407389421611,0.149,0.156,5.47283527595058e-21,BAIAP2
EXOC3,3.31626564810958e-25,-0.261860365512954,0.06,0.346,5.70265040848923e-21,EXOC3
RNF187,3.35381465786584e-25,-0.569353287073276,0.09,0.469,5.76721968566609e-21,RNF187
XIAP,3.35857906456717e-25,0.385753812885783,0.164,0.261,5.7754125594297e-21,XIAP
CMPK1,3.46456008765721e-25,-0.648628755156586,0.06,0.443,5.95765752673534e-21,CMPK1
USP37,3.55616165019064e-25,0.638869744706692,0.164,0.167,6.11517557366783e-21,USP37
D10WSU102E,3.62729665239712e-25,0.513923513743319,0.104,0.134,6.23749932346208e-21,D10WSU102E
SEC24B,3.64259905055721e-25,0.580038638091817,0.179,0.194,6.26381332733818e-21,SEC24B
TBC1D15,3.64689335765969e-25,0.22087064119813,0.194,0.387,6.2711978178316e-21,TBC1D15
PSIP1,3.70737798918422e-25,0.0503247635368811,0.164,0.407,6.37520719020118e-21,PSIP1
HNRNPUL1,3.74504502749359e-25,0.541068485384607,0.224,0.312,6.43997942927797e-21,HNRNPUL1
1810009A15RIK,3.80016965875962e-25,-0.741114077453775,0.022,0.394,6.53477174520305e-21,1810009A15RIK
SDC4,3.82598009929151e-25,0.510512239010931,0.358,0.56,6.57915537874167e-21,SDC4
PUF60,3.84073523240182e-25,-0.552653140981107,0.09,0.471,6.60452830563817e-21,PUF60
FAM133B,3.87161100733977e-25,0.436178654346131,0.119,0.192,6.65762228822147e-21,FAM133B
CD164,3.99292218827773e-25,0.349443912776607,0.201,0.381,6.86622899496238e-21,CD164
MYLK,4.05168559810948e-25,1.18149489603906,0.201,0.103,6.96727855450906e-21,MYLK
RASA4,4.05261105388435e-25,0.200713090883212,0.194,0.395,6.96886996825953e-21,RASA4
AP3S1,4.0530497022057e-25,-0.0909331150920504,0.104,0.354,6.96962426791291e-21,AP3S1
OTUD7B,4.08744732931158e-25,0.650096286974487,0.194,0.198,7.02877442748419e-21,OTUD7B
USP25,4.32103991265644e-25,0.553761455093302,0.164,0.205,7.43046023380401e-21,USP25
OCIAD1,4.34494064688626e-25,-0.0948885750980213,0.216,0.518,7.47155993638561e-21,OCIAD1
RNF181,4.44211622887178e-25,-0.551507497679616,0.082,0.45,7.63866306716791e-21,RNF181
SAT1,4.51865966274515e-25,0.373807933912411,0.381,0.597,7.77028715605656e-21,SAT1
SFT2D1,4.61221917175664e-25,0.0107543847854487,0.157,0.41,7.93117208775272e-21,SFT2D1
LONP1,4.62561090337476e-25,0.715481321671241,0.164,0.133,7.95420050944323e-21,LONP1
HDAC2,4.71654950069034e-25,-0.294166189262895,0.052,0.335,8.11057852138711e-21,HDAC2
PHF14,4.75719650711083e-25,0.318742850151723,0.149,0.251,8.18047511362778e-21,PHF14
MIER1,4.76773878211272e-25,0.353307887790826,0.187,0.325,8.19860360972104e-21,MIER1
HSPD1,4.77516120562741e-25,-0.736097888813226,0.269,0.713,8.2113672091969e-21,HSPD1
HNRNPDL,4.7842786558955e-25,0.0779562280166219,0.276,0.542,8.22704557667791e-21,HNRNPDL
HNRNPU,4.78640715325938e-25,0.299211099372159,0.522,0.766,8.23070574074484e-21,HNRNPU
CEBPZ,4.79420729596085e-25,0.0293791966320796,0.097,0.303,8.24411886613428e-21,CEBPZ
IL2RG,4.86617072643695e-25,0.512541736512921,0.672,0.855,8.36786718118098e-21,IL2RG
GTPBP4,5.07707930713137e-25,0.093344909656609,0.306,0.578,8.73054557654311e-21,GTPBP4
PFDN2,5.12640136651989e-25,-0.645106314581307,0.075,0.466,8.81535978986761e-21,PFDN2
DDX39B,5.14290011245385e-25,-0.519697191435744,0.164,0.563,8.84373103337564e-21,DDX39B
PTPN18,5.18302471449789e-25,-0.689486107354431,0.082,0.475,8.91272929905057e-21,PTPN18
DPP8,5.25158567267091e-25,0.671763088564934,0.201,0.2,9.0306267227249e-21,DPP8
H2AFY,5.28709752265243e-25,-0.261476048256868,0.201,0.547,9.09169289995312e-21,H2AFY
HMGB2,5.3276968582549e-25,-1.44723816364259,0.164,0.625,9.16150751745512e-21,HMGB2
CTNNA1,5.46043734384347e-25,0.109650109574325,0.179,0.409,9.38976805647324e-21,CTNNA1
EXOSC8,5.47943265079696e-25,-0.245464601666941,0.037,0.28,9.42243238631045e-21,EXOSC8
CSTB,5.55783901087398e-25,-0.772438173678709,0.119,0.542,9.55725996309889e-21,CSTB
ANAPC13,5.65214260145139e-25,-0.782103740017058,0.007,0.373,9.71942441745581e-21,ANAPC13
PLXNA4,5.68484719924798e-25,0.862098241332174,0.149,0.129,9.77566324382683e-21,PLXNA4
DNAJC5,5.71819002239981e-25,0.266231314950108,0.224,0.378,9.83299956251871e-21,DNAJC5
SRSF3,5.76502528917081e-25,0.201438637589128,0.463,0.704,9.91353748725812e-21,SRSF3
MMS19,5.83957177937492e-25,0.612816133591792,0.157,0.132,1.00417276318131e-20,MMS19
EIF3B,5.86796936192446e-25,-0.103545877439845,0.082,0.334,1.00905601147653e-20,EIF3B
PPP2R2A,6.03738380587907e-25,0.348519522893903,0.142,0.245,1.03818851925897e-20,PPP2R2A
RNF19A,6.13165864593878e-25,0.734766168163727,0.224,0.242,1.05440002075563e-20,RNF19A
OTUD5,6.22783217691228e-25,0.227646841085761,0.142,0.283,1.07093802114184e-20,OTUD5
NAXE,6.30571203708902e-25,-0.363207589722636,0.104,0.435,1.08433024189783e-20,NAXE
SUN1,6.3546173656421e-25,0.92066789815692,0.194,0.092,1.09274000219582e-20,SUN1
NPEPPS,6.37595035431026e-25,0.306969228384686,0.149,0.289,1.09640842292719e-20,NPEPPS
SFSWAP,6.6020460663556e-25,0.630534094798619,0.149,0.173,1.13528784157051e-20,SFSWAP
GM38399,6.64763447754509e-25,0.869385484607673,0.149,0.091,1.14312722475865e-20,GM38399
PSMD1,6.65636159177834e-25,-0.264853770577125,0.104,0.406,1.1446279393222e-20,PSMD1
ACSL4,6.75778863001952e-25,0.627432319286539,0.149,0.147,1.16206933281816e-20,ACSL4
LARP4B,7.05050982141996e-25,0.206260420686665,0.187,0.381,1.21240566889138e-20,LARP4B
ERGIC2,7.15693782787903e-25,0.205497471959951,0.134,0.269,1.23070702888208e-20,ERGIC2
ZFP326,7.17409988656209e-25,0.277345417423964,0.119,0.265,1.23365821649322e-20,ZFP326
NCOA3,7.19502669319123e-25,0.556623340473413,0.254,0.311,1.23725679016116e-20,NCOA3
GRK5,7.36979378894172e-25,0.677097018233582,0.142,0.126,1.26730973994642e-20,GRK5
CEP57,7.78344552199679e-25,0.415915558015316,0.104,0.181,1.33844129196257e-20,CEP57
STRBP,8.09199157708435e-25,0.406971729296861,0.142,0.228,1.39149887159543e-20,STRBP
RFC1,8.30684311818463e-25,0.305000142014232,0.127,0.231,1.42844474260303e-20,RFC1
GFPT1,8.40112679789024e-25,0.457698601756737,0.261,0.398,1.44465776416521e-20,GFPT1
SERINC3,8.53697479151101e-25,-0.176707521491191,0.209,0.539,1.46801818514823e-20,SERINC3
RNF5,8.54021539585993e-25,-0.679096749846282,0.015,0.363,1.46857543947207e-20,RNF5
METTL23,8.70180302553099e-25,-0.756964498557983,0.007,0.357,1.49636204827031e-20,METTL23
TRIM28,8.82948047782524e-25,-0.281574496737997,0.104,0.416,1.51831746296683e-20,TRIM28
CDHR1,9.01305093720716e-25,0.928821357971034,0.254,0.198,1.54988423916214e-20,CDHR1
STIP1,9.1061026558655e-25,-0.374414830884282,0.075,0.393,1.56588541270263e-20,STIP1
CSK,9.10714709610143e-25,-0.23361016442929,0.082,0.374,1.5660650146456e-20,CSK
STARD3NL,9.1791973150742e-25,-0.360465431747793,0.067,0.379,1.57845477030016e-20,STARD3NL
AU040320,9.23676659755295e-25,0.701628958580509,0.149,0.129,1.58835438411521e-20,AU040320
CSNK2A1,9.54699531337349e-25,0.21530076021436,0.134,0.275,1.64170131408771e-20,CSNK2A1
BABAM2,9.5898518696202e-25,0.3023640077066,0.149,0.265,1.64907092749989e-20,BABAM2
MED30,9.74374332705007e-25,-0.913894908776664,0.045,0.449,1.67553410251953e-20,MED30
BRAF,9.781875650929e-25,0.713571791754668,0.187,0.144,1.68209133693375e-20,BRAF
YIPF4,9.84987498497414e-25,-0.331060860099581,0.104,0.424,1.69378450241615e-20,YIPF4
ZFAND6,9.87478309670531e-25,-0.807518671998837,0.575,0.929,1.69806770130945e-20,ZFAND6
SSRP1,9.8788916793228e-25,-0.718739264567883,0.075,0.471,1.69877421317635e-20,SSRP1
MNDAL,9.90208849843611e-25,0.641429389362386,0.246,0.375,1.70276313819107e-20,MNDAL
CDON,9.94611282957046e-25,0.808551916762802,0.201,0.115,1.71033356217294e-20,CDON
RCHY1,1.01226495316069e-24,0.103054125138208,0.097,0.262,1.74069081345511e-20,RCHY1
1700020I14RIK,1.01869689183194e-24,0.318231187856685,0.187,0.32,1.7517511751942e-20,1700020I14RIK
EMC2,1.02662328679808e-24,-0.4794035834209,0.06,0.399,1.76538140397797e-20,EMC2
ANP32E,1.05311916989814e-24,-0.374727370093158,0.104,0.452,1.81094372455684e-20,ANP32E
ARAF,1.08795853504835e-24,0.146215044771211,0.104,0.26,1.87085349686913e-20,ARAF
CTSC,1.09261313120424e-24,0.97257265089732,0.306,0.366,1.87885754041881e-20,CTSC
AIP,1.10172293578167e-24,-0.687763281079289,0.03,0.4,1.89452276037016e-20,AIP
TRIM24,1.13175525594e-24,0.450500373952778,0.164,0.265,1.94616633811443e-20,TRIM24
LTA4H,1.13631087368394e-24,0.189024343589989,0.142,0.31,1.9540001783869e-20,LTA4H
SLC15A3,1.14764493797751e-24,0.708374028791207,0.164,0.173,1.97349023534613e-20,SLC15A3
EHD1,1.19048779297911e-24,0.267132739337348,0.284,0.515,2.04716280880687e-20,EHD1
TMED4,1.20654439909475e-24,0.271125285640339,0.142,0.257,2.07477374868334e-20,TMED4
PLEKHA2,1.21872339564493e-24,0.344043180020883,0.164,0.297,2.09571675115101e-20,PLEKHA2
RAB1A,1.28372539482104e-24,0.162266461180528,0.142,0.306,2.20749418893427e-20,RAB1A
TRIOBP,1.28711542162389e-24,-0.405158604952108,0.075,0.406,2.21332367902444e-20,TRIOBP
UFC1,1.29484772480128e-24,-0.616996412358394,0.067,0.448,2.22662014756829e-20,UFC1
FOXN3,1.30013839432012e-24,0.907204540396014,0.216,0.144,2.23571798287288e-20,FOXN3
NDUFA10,1.31009490527593e-24,-0.201837361538316,0.09,0.359,2.25283919911248e-20,NDUFA10
ATP13A3,1.31277015996768e-24,0.703128338804996,0.149,0.105,2.25743956708042e-20,ATP13A3
G3BP2,1.3311468962119e-24,-0.353481111129464,0.119,0.458,2.28904020272598e-20,G3BP2
SPPL2A,1.37063326173827e-24,0.638291542506637,0.381,0.425,2.35694095688514e-20,SPPL2A
CBX1,1.38613364456733e-24,-0.698233046891774,0.09,0.493,2.38359541519797e-20,CBX1
HSPA13,1.39859577756572e-24,0.425700683948933,0.119,0.174,2.40502529910202e-20,HSPA13
VCP,1.40160838526115e-24,-0.287994477338307,0.343,0.722,2.41020577929507e-20,VCP
TCF12,1.43711619923755e-24,0.634689269588532,0.142,0.142,2.47126501620888e-20,TCF12
NBEAL1,1.44349700582203e-24,0.714975164521777,0.194,0.179,2.48223745121157e-20,NBEAL1
TPD52L2,1.44357450726095e-24,0.077109916828225,0.157,0.364,2.48237072268593e-20,TPD52L2
ZFP568,1.45345134790639e-24,0.881069457000385,0.172,0.12,2.49935493785983e-20,ZFP568
IDH2,1.45368956310045e-24,-0.946860395377924,0.03,0.416,2.49976457270753e-20,IDH2
PNRC1,1.45746708751022e-24,-0.433321757925654,0.53,0.901,2.50626040368258e-20,PNRC1
RLF,1.486374629111e-24,0.772982654916515,0.216,0.173,2.55596981221927e-20,RLF
FGFR1OP2,1.51465931740343e-24,-0.0350979031753357,0.157,0.4,2.60460816220694e-20,FGFR1OP2
TMEM176A,1.55652325119825e-24,-0.72005051420406,0.545,0.914,2.67659738276051e-20,TMEM176A
CGGBP1,1.62093738359603e-24,-0.212807494522202,0.097,0.388,2.78736392483174e-20,CGGBP1
MRPS15,1.62786128885998e-24,-0.565931678412941,0.075,0.439,2.79927027232361e-20,MRPS15
MANF,1.6718195505862e-24,-0.519532879769602,0.149,0.539,2.87486089918803e-20,MANF
F11R,1.67513767905154e-24,0.395593677970382,0.172,0.27,2.88056675289702e-20,F11R
ABCB1B,1.68032805420766e-24,0.980752836507893,0.224,0.252,2.88949212201548e-20,ABCB1B
TTC17,1.70949876880171e-24,0.836966398740715,0.179,0.127,2.93965408283142e-20,TTC17
DNAJC7,1.72521268035646e-24,-0.606587334274564,0.119,0.515,2.96667572514097e-20,DNAJC7
CIRBP,1.75909175395314e-24,-0.481396754834129,0.067,0.41,3.02493418009781e-20,CIRBP
BTBD9,1.83852258211111e-24,0.593075369669618,0.179,0.163,3.16152343219826e-20,BTBD9
TAPBPL,1.84841230206723e-24,0.664839322413649,0.224,0.325,3.17852979463482e-20,TAPBPL
TRAPPC3,1.86042064876454e-24,-0.0140324796045905,0.097,0.309,3.1991793476155e-20,TRAPPC3
RABEP1,1.86747339554137e-24,-0.162955821005978,0.157,0.453,3.21130725097293e-20,RABEP1
MFF,1.86754365135001e-24,-0.291579022102847,0.097,0.401,3.21142806286148e-20,MFF
PIN1,1.90243279659473e-24,-0.549553599285007,0.052,0.394,3.27142343702429e-20,PIN1
SMARCAD1,1.91943167316548e-24,0.20763624000042,0.119,0.261,3.30065470517536e-20,SMARCAD1
SMAP2,1.94423768415547e-24,-0.137926082375911,0.172,0.472,3.34331112167375e-20,SMAP2
SPI1,1.96153762709924e-24,-0.25584061806028,0.41,0.792,3.37306010355985e-20,SPI1
SETD1B,1.99105047963725e-24,0.504366665211051,0.112,0.161,3.42381040478422e-20,SETD1B
API5,2.03111283960792e-24,-0.110841909468413,0.082,0.319,3.49270163898978e-20,API5
DCAF7,2.03916557806931e-24,0.553673478007596,0.194,0.231,3.50654912804798e-20,DCAF7
PARP3,2.04422430459972e-24,0.349451470381626,0.157,0.262,3.51524811418967e-20,PARP3
ZMIZ2,2.07241939827115e-24,0.281638606072352,0.142,0.278,3.56373239726707e-20,ZMIZ2
SCAF8,2.12954487250805e-24,0.465131374413401,0.142,0.187,3.66196536276483e-20,SCAF8
1110008F13RIK,2.18351911793133e-24,-0.405716345402971,0.082,0.422,3.75477947519472e-20,1110008F13RIK
CD200,2.2202051713431e-24,0.693020826035559,0.463,0.604,3.8178648126416e-20,CD200
DNAJC10,2.24680051972846e-24,0.295021939822061,0.157,0.287,3.86359817372506e-20,DNAJC10
RBM26,2.27199096992573e-24,0.444952738507429,0.142,0.236,3.90691567188428e-20,RBM26
NTAN1,2.31854894858836e-24,-0.335805885744821,0.082,0.393,3.98697677199254e-20,NTAN1
NAP1L4,2.37688265426475e-24,-0.161807919750392,0.119,0.398,4.08728741227366e-20,NAP1L4
ROCK2,2.41909262639447e-24,0.510693246235741,0.201,0.236,4.15987168034792e-20,ROCK2
RNF7,2.43829375142426e-24,-0.539420867962438,0.052,0.403,4.19288993494916e-20,RNF7
UCHL3,2.46414392835878e-24,-0.449090053652349,0.082,0.425,4.23734189920576e-20,UCHL3
RELL1,2.58959361178912e-24,0.797440747155155,0.187,0.143,4.45306517483258e-20,RELL1
PTOV1,2.61979369090188e-24,-0.502664380109452,0.015,0.314,4.50499723087487e-20,PTOV1
RBM38,2.63522988774708e-24,-0.798791938049271,0.075,0.475,4.53154131496988e-20,RBM38
MARCH2,2.65489980188027e-24,-0.110695706586633,0.097,0.343,4.56536569931331e-20,MARCH2
SYNE1,2.66880707505292e-24,0.579362225445008,0.149,0.234,4.58928064626101e-20,SYNE1
ARID1A,2.67195141603687e-24,0.347365569333294,0.164,0.29,4.594687655017e-20,ARID1A
LSM3,2.6861965835486e-24,-0.459436413494981,0.052,0.385,4.61918364507018e-20,LSM3
U2AF2,2.72693839612021e-24,-0.422389102444964,0.052,0.364,4.68924326596832e-20,U2AF2
TTYH1,2.74210728991936e-24,0.688072014429411,0.142,0.164,4.71532769574534e-20,TTYH1
RAB27A,2.86825383729715e-24,0.448684950077604,0.231,0.356,4.93224929861617e-20,RAB27A
SUCLG1,2.88464224953193e-24,-0.335092533175294,0.075,0.392,4.96043081229511e-20,SUCLG1
STK11,2.91035680749209e-24,0.300446683157236,0.276,0.444,5.0046495661634e-20,STK11
GPM6B,3.1725038798022e-24,0.862445658345887,0.172,0.175,5.45543767170786e-20,GPM6B
PLEKHM2,3.19608323661321e-24,0.586480745046757,0.172,0.181,5.49598473368007e-20,PLEKHM2
MPHOSPH8,3.51005421849161e-24,0.0702314490657112,0.082,0.266,6.03588923411818e-20,MPHOSPH8
REM1,3.57769816602858e-24,0.162276264494938,0.127,0.304,6.15220976630275e-20,REM1
FCF1,3.57771883475793e-24,-0.565903889742637,0.022,0.352,6.15224530824973e-20,FCF1
BROX,3.62049987704302e-24,0.551203589832686,0.127,0.137,6.22581158856318e-20,BROX
ZBTB38,3.67015130277112e-24,0.698258065165657,0.179,0.2,6.31119218024523e-20,ZBTB38
RC3H2,3.69164969565674e-24,0.707119953217515,0.172,0.164,6.34816081665132e-20,RC3H2
FDX1,3.73789090058305e-24,-0.903998697880696,0.03,0.411,6.42767719264262e-20,FDX1
TAZ,3.84433153913343e-24,0.169823665805851,0.119,0.293,6.61071251469385e-20,TAZ
CDKAL1,3.88032548101315e-24,0.642628666711613,0.157,0.142,6.67260769715021e-20,CDKAL1
KDM3A,3.92695019263771e-24,0.897296697739164,0.179,0.082,6.7527835512598e-20,KDM3A
SLC9A3R1,4.02794536283486e-24,-0.653104267112451,0.097,0.487,6.92645484593083e-20,SLC9A3R1
POLR2M,4.11602847209004e-24,-0.0406989575253297,0.09,0.307,7.07792256060603e-20,POLR2M
GADD45GIP1,4.24542770137409e-24,-0.76521897464815,0.015,0.38,7.30043747528289e-20,GADD45GIP1
SRP72,4.25274851750799e-24,-0.128377899271781,0.119,0.38,7.31302635070673e-20,SRP72
TRMT6,4.29625434204367e-24,0.166096240533044,0.075,0.213,7.3878389665783e-20,TRMT6
AP1G1,4.30390148279282e-24,0.63546529708348,0.201,0.19,7.40098898981054e-20,AP1G1
PGLYRP2,4.38829938145377e-24,0.378474399045528,0.157,0.274,7.5461196163479e-20,PGLYRP2
SH3BP1,4.56973136924034e-24,-0.61254339198262,0.097,0.482,7.85811006254569e-20,SH3BP1
CABIN1,4.57438731157743e-24,0.507085884845902,0.239,0.322,7.86611642098854e-20,CABIN1
PHF5A,4.57825909410429e-24,-0.619228416942854,0.03,0.381,7.87277433822174e-20,PHF5A
HSP90AA1,4.67543298804536e-24,-0.860288791542338,0.604,0.939,8.0398745662428e-20,HSP90AA1
TXNDC11,4.69488404707922e-24,0.564154037299131,0.149,0.166,8.07332260735743e-20,TXNDC11
