,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
PDE1C,2.44633382572168e-27,1.04347911335609,0.127,0.025,4.206715646711e-23,PDE1C
ATL3,2.76520543221437e-27,0.594667600550769,0.328,0.381,4.75504726123583e-23,ATL3
RP2,2.9204229973904e-27,0.61345596777464,0.164,0.222,5.02195938631253e-23,RP2
TMOD3,2.97946741236275e-27,0.483845063366315,0.254,0.343,5.12349216229899e-23,TMOD3
STYX,3.05342095243603e-27,0.401376017173712,0.149,0.272,5.250662669809e-23,STYX
NCOR2,3.16495764728219e-27,0.713766899386639,0.201,0.214,5.44246117026646e-23,NCOR2
MIEN1,3.2532727829331e-27,-0.795595997892185,0.037,0.422,5.59432787753176e-23,MIEN1
SPINT2,3.27522250412197e-27,-0.475627487507306,0.455,0.851,5.63207261808814e-23,SPINT2
RAP1A,3.38784995375281e-27,0.125008487707123,0.239,0.468,5.82574678047333e-23,RAP1A
VPS4B,3.39264183323101e-27,0.525582601317352,0.224,0.299,5.83398689642405e-23,VPS4B
PLEKHM3,3.62631333753175e-27,0.911541236341559,0.127,0.046,6.2358084152196e-23,PLEKHM3
ZHX2,3.742638341752e-27,0.938776319668242,0.164,0.078,6.43584089247675e-23,ZHX2
FLNA,3.8207198093171e-27,1.06741963923909,0.336,0.268,6.57010978410168e-23,FLNA
ARHGEF28,3.88958495950014e-27,0.753059393182514,0.127,0.029,6.68853029635644e-23,ARHGEF28
NAP1L1,4.05412867558609e-27,-0.796432470547588,0.201,0.646,6.97147967053785e-23,NAP1L1
ZMAT2,4.12336940367674e-27,-0.69997614676211,0.052,0.43,7.09054602656251e-23,ZMAT2
H2-D1,4.13927686921924e-27,-0.549057240524837,0.94,0.996,7.1179005043094e-23,H2-D1
CYCS,4.20398388351174e-27,-0.922574839019835,0.037,0.435,7.22917068608678e-23,CYCS
TIMM13,4.45264190262742e-27,-0.681223735178822,0.067,0.448,7.65676301575812e-23,TIMM13
ZC3H7B,4.45582293780829e-27,0.5979777138219,0.149,0.185,7.66223312385514e-23,ZC3H7B
UBE2J1,4.68398257041058e-27,0.400343096294616,0.187,0.284,8.05457642807804e-23,UBE2J1
MTPN,4.78419848459284e-27,0.359931597572623,0.187,0.314,8.22690771410585e-23,MTPN
RBL2,5.40387957077802e-27,0.914123348048744,0.291,0.207,9.29251130990988e-23,RBL2
HOOK3,5.50681344177503e-27,0.626210031376254,0.194,0.207,9.46951639447635e-23,HOOK3
2410015M20RIK,5.51681054438441e-27,-0.870935557981391,0.037,0.435,9.48670741212343e-23,2410015M20RIK
VPS13B,5.58410970485224e-27,0.941670987984831,0.201,0.098,9.60243504846391e-23,VPS13B
CSPP1,5.60802288946566e-27,0.902128028880427,0.187,0.115,9.64355616072515e-23,CSPP1
BECN1,5.61548035075811e-27,0.255255008203794,0.201,0.373,9.65638001116364e-23,BECN1
STK11,6.03121616001205e-27,0.862946704481974,0.276,0.174,1.03712793087567e-22,STK11
HSPA4L,6.33862617910098e-27,1.07110089094328,0.187,0.126,1.08999015775821e-22,HSPA4L
HSPA4,6.79292199700277e-27,0.455613900270357,0.276,0.396,1.1681108666046e-22,HSPA4
SYT1,6.88699511398765e-27,1.47070649804856,0.172,0.033,1.18428767980132e-22,SYT1
STARD7,7.00328556647832e-27,0.504391126748674,0.388,0.524,1.20428498601161e-22,STARD7
ASAH1,8.00136440599063e-27,0.590372767014782,0.246,0.284,1.37591462325415e-22,ASAH1
SELPLG,8.31518819036138e-27,-0.628874126121179,0.41,0.831,1.42987976121454e-22,SELPLG
DUSP11,8.33137420575636e-27,-0.341597330995285,0.254,0.627,1.43266310842186e-22,DUSP11
ZKSCAN3,8.36975718676004e-27,0.794478955079439,0.231,0.19,1.43926344583526e-22,ZKSCAN3
SF3B2,8.54558205932107e-27,-0.413014920986637,0.269,0.663,1.46949829092085e-22,SF3B2
RBM17,8.75837605142758e-27,-0.566026026006412,0.097,0.471,1.50609034580349e-22,RBM17
CEPT1,9.07014056981104e-27,0.861217819694938,0.209,0.088,1.55970137238471e-22,CEPT1
PDE4B,9.41982248862619e-27,0.985617763368915,0.776,0.786,1.61983267514416e-22,PDE4B
RAB21,9.43886264197157e-27,0.282641059765159,0.299,0.507,1.62310681991343e-22,RAB21
UGGT1,9.44181962087659e-27,0.896893628237152,0.231,0.146,1.62361530200594e-22,UGGT1
GRK5,1.03419463535657e-26,0.754273188528802,0.142,0.079,1.77840109495916e-22,GRK5
DSG2,1.07349181394921e-26,1.24941053835031,0.157,0.034,1.84597652326707e-22,DSG2
PPP2CA,1.11506311858724e-26,0.323683650347308,0.172,0.293,1.91746253872262e-22,PPP2CA
FAM60A,1.12769983121444e-26,-0.873265539079268,0.119,0.551,1.93919262975636e-22,FAM60A
ANXA5,1.12935517146949e-26,-0.590591978090438,0.209,0.624,1.94203915285894e-22,ANXA5
WASL,1.16153012752599e-26,0.626262921641771,0.313,0.343,1.99736720729369e-22,WASL
PPP1R12A,1.17467533312463e-26,0.618768404527227,0.448,0.528,2.01997170284112e-22,PPP1R12A
PKN1,1.23021473286484e-26,0.758953985044854,0.269,0.24,2.11547725463437e-22,PKN1
EP300,1.23636326321826e-26,0.887484119101264,0.284,0.178,2.12605026743011e-22,EP300
ARHGAP30,1.28327744785211e-26,0.497793773879398,0.455,0.603,2.20672389932649e-22,ARHGAP30
SPATA6,1.36238870523662e-26,0.788331726892351,0.187,0.137,2.34276361752488e-22,SPATA6
CALM2,1.36426458836587e-26,-0.637825265355168,0.112,0.509,2.34598938615394e-22,CALM2
LRRC8C,1.45358672639878e-26,0.762855302883402,0.44,0.494,2.49958773471535e-22,LRRC8C
STAT5A,1.45701147932723e-26,0.733443572401148,0.231,0.2,2.50547693985111e-22,STAT5A
RNF181,1.47000351273869e-26,-0.838656841895104,0.082,0.495,2.52781804050546e-22,RNF181
SSU72,1.47062300193226e-26,-0.36408510012057,0.216,0.586,2.52888331412271e-22,SSU72
HNRNPL,1.5116924903103e-26,0.157711111044889,0.261,0.494,2.5995064063376e-22,HNRNPL
TLR12,1.51891037205848e-26,0.963522175780035,0.179,0.053,2.61191827579176e-22,TLR12
CCDC50,1.52104310111363e-26,0.354341928307895,0.328,0.511,2.615585716675e-22,CCDC50
ZFP207,1.53995169139288e-26,0.3078459446451,0.201,0.334,2.64810092851919e-22,ZFP207
GTF2B,1.61019289405839e-26,0.525974482181587,0.224,0.282,2.76888770062281e-22,GTF2B
ANK,1.62306832187953e-26,1.24371560094404,0.201,0.088,2.79102828630404e-22,ANK
IARS2,1.6281271403749e-26,0.901696816491615,0.149,0.079,2.79972743058868e-22,IARS2
AHI1,1.67693679216616e-26,0.878061205606896,0.164,0.068,2.88366050780893e-22,AHI1
MYO10,1.70700983152745e-26,1.04628292352577,0.164,0.051,2.9353741062946e-22,MYO10
MAPK14,1.8433525200662e-26,0.955830344089537,0.157,0.061,3.16982899350584e-22,MAPK14
NCOR1,1.84757175703597e-26,0.741174222267676,0.433,0.424,3.17708439339905e-22,NCOR1
DCTN2,1.86900391304331e-26,-0.481360126483029,0.112,0.472,3.21393912886928e-22,DCTN2
SCAMP2,1.9821602586233e-26,0.0591190505895707,0.299,0.588,3.40852278072863e-22,SCAMP2
EIF3G,2.14839236280748e-26,-0.828347053102678,0.037,0.426,3.69437550708375e-22,EIF3G
LZTFL1,2.17525050339057e-26,0.724929788652639,0.127,0.101,3.74056076563043e-22,LZTFL1
CPEB4,2.19957377211164e-26,0.885785797960912,0.231,0.112,3.78238705852317e-22,CPEB4
FNBP4,2.30290646549909e-26,0.896440571193691,0.269,0.176,3.96007795807223e-22,FNBP4
RNH1,2.39861281266226e-26,-0.643616872562663,0.09,0.471,4.12465459265403e-22,RNH1
TMED9,2.44752105804606e-26,0.379686664156769,0.224,0.351,4.20875721141601e-22,TMED9
GM8186,2.51203556412416e-26,-0.858594915305728,0.022,0.395,4.31969635606791e-22,GM8186
AIG1,2.56319265736354e-26,0.828865942362883,0.134,0.087,4.40766609360234e-22,AIG1
FOXN3,2.56324703964131e-26,0.855032634905824,0.216,0.138,4.4077596093672e-22,FOXN3
PSMA1,2.62961701829737e-26,-0.722757594501022,0.112,0.521,4.52188942466415e-22,PSMA1
SAMHD1,2.76729610300971e-26,-0.67466800054986,0.313,0.745,4.75864237873551e-22,SAMHD1
CSF2RB,2.77159993760835e-26,-0.0751286099893562,0.172,0.511,4.76604325271131e-22,CSF2RB
PSMD4,2.85435060079625e-26,-0.888652263547251,0.149,0.59,4.90834129312923e-22,PSMD4
PLK4,2.90727858661597e-26,1.00954006224517,0.172,0.086,4.99935625754482e-22,PLK4
NRAS,2.99999935020021e-26,0.414381308707098,0.149,0.212,5.15879888260428e-22,NRAS
NMRK1,3.06655588186456e-26,0.984633102771352,0.164,0.142,5.27324949445429e-22,NMRK1
EIF3A,3.25414414192581e-26,0.174219696873607,0.388,0.642,5.59582626645561e-22,EIF3A
ESCO1,3.37259838589909e-26,0.867151882298316,0.216,0.163,5.79952018439208e-22,ESCO1
HTRA2,3.42878403206339e-26,-0.704107286848866,0.239,0.672,5.89613702153621e-22,HTRA2
RAD23B,3.47145851658618e-26,0.452416403293651,0.239,0.32,5.96952006512159e-22,RAD23B
MT-ND6,3.67900270436516e-26,0.94210973587883,0.239,0.21,6.32641305042632e-22,MT-ND6
TRAFD1,3.78750841050887e-26,-0.777500448615314,0.164,0.594,6.51299946271105e-22,TRAFD1
SOAT1,3.87704699715697e-26,0.736105695168892,0.149,0.117,6.66697001631113e-22,SOAT1
HMGN3,4.08042493040093e-26,-0.789845051550385,0.194,0.628,7.01669871031744e-22,HMGN3
VARS,4.31896132560405e-26,0.889434747195872,0.172,0.092,7.42688589550872e-22,VARS
DCAF8,4.35291072251395e-26,0.725896275164012,0.239,0.214,7.48526527843498e-22,DCAF8
TAB2,4.50105873916846e-26,0.589084066831612,0.224,0.242,7.74002060787408e-22,TAB2
5031425E22RIK,4.6666103696841e-26,0.920384320745854,0.201,0.105,8.02470319170879e-22,5031425E22RIK
FLT3,4.7709842859462e-26,0.108879224840933,0.276,0.552,8.20418457811309e-22,FLT3
CCDC174,4.83028485221742e-26,0.510899078881705,0.134,0.182,8.30615783187308e-22,CCDC174
PAF1,4.83282567277778e-26,0.587582166232829,0.224,0.255,8.31052702690867e-22,PAF1
VHL,4.83741223057191e-26,-1.08143311285915,0.052,0.464,8.31841407169145e-22,VHL
MSN,4.86141116093719e-26,0.571247118193132,0.545,0.675,8.35968263234759e-22,MSN
SLC20A1,4.90521356339933e-26,0.898393726746274,0.231,0.16,8.43500524362149e-22,SLC20A1
TAF15,4.95326122700092e-26,0.396068063329612,0.224,0.358,8.51762800595078e-22,TAF15
ERAP1,5.07247184503057e-26,0.706452678433373,0.254,0.238,8.72262258471458e-22,ERAP1
PSMB5,5.14271038739261e-26,-0.750577580358817,0.097,0.501,8.84340478216034e-22,PSMB5
GM26802,5.25356456295483e-26,0.985199408254507,0.134,0.024,9.03402962245712e-22,GM26802
PIK3CB,5.39729822697445e-26,0.813695087236723,0.201,0.14,9.28119403110526e-22,PIK3CB
LARS2,5.45532658737527e-26,-0.741346325318677,0.373,0.793,9.38097959965052e-22,LARS2
PANK2,5.63782634067384e-26,0.550543057012775,0.179,0.208,9.69480617542273e-22,PANK2
ZFP292,5.85395726433757e-26,0.825375244661754,0.321,0.274,1.00664649117549e-21,ZFP292
HOMER1,6.08803665429831e-26,0.810692962877105,0.127,0.029,1.04689878307314e-21,HOMER1
PNPLA8,6.3584725764185e-26,0.600646377709352,0.351,0.409,1.09340294424092e-21,PNPLA8
OTUD7B,6.84045888046563e-26,0.92801638766836,0.194,0.069,1.17628530908487e-21,OTUD7B
OGFRL1,6.84476736646411e-26,-0.765753223576589,0.291,0.728,1.17702619633717e-21,OGFRL1
BC005624,6.85197895007849e-26,0.27874043821545,0.164,0.302,1.1782663002555e-21,BC005624
GLOD4,6.94788039205316e-26,-0.398645979469641,0.075,0.387,1.19475751221746e-21,GLOD4
RAB22A,7.03537622825309e-26,0.48915486683053,0.224,0.297,1.2098032962104e-21,RAB22A
SWT1,7.45497819741029e-26,0.816038245286638,0.172,0.178,1.28195805082667e-21,SWT1
EFR3A,7.49403183667123e-26,0.53754572591165,0.216,0.249,1.28867371463398e-21,EFR3A
CCT8,7.5037730875306e-26,0.065282806069751,0.179,0.398,1.29034882013176e-21,CCT8
NDUFA13,7.56459910302916e-26,-0.491218185237875,0.239,0.638,1.30080846175689e-21,NDUFA13
STAT3,7.75647075265138e-26,0.246568715648975,0.388,0.616,1.33380271062593e-21,STAT3
CLCN5,7.84363524947593e-26,0.996783293266402,0.179,0.058,1.34879151749988e-21,CLCN5
VPS13A,7.85532118024648e-26,0.731203416584331,0.254,0.239,1.35080103015518e-21,VPS13A
ANPEP,7.89932648441841e-26,0.901541450851642,0.231,0.173,1.35836818226059e-21,ANPEP
PSMC4,8.37714074307158e-26,-0.965149901318781,0.03,0.424,1.44053312217859e-21,PSMC4
PTPN2,8.42888517618241e-26,0.342132240075999,0.224,0.363,1.44943109489633e-21,PTPN2
TAP2,8.45968031145753e-26,0.516581930074228,0.433,0.574,1.45472662635824e-21,TAP2
SNRPC,8.70219573257332e-26,-0.598209790610207,0.06,0.415,1.49642957817331e-21,SNRPC
GPM6B,8.81182448756912e-26,1.10703524934707,0.172,0.07,1.51528133888239e-21,GPM6B
SLC37A3,9.07562356426271e-26,0.864508133748744,0.134,0.009,1.56064422811062e-21,SLC37A3
SERBP1,9.20085077452952e-26,-0.227420618161117,0.306,0.663,1.5821782991881e-21,SERBP1
CREBBP,9.23466885190485e-26,0.591947110890518,0.224,0.262,1.58799365577356e-21,CREBBP
CCAR1,9.35451485482852e-26,0.516193456749133,0.224,0.291,1.60860237443631e-21,CCAR1
CSRP1,9.83669475655713e-26,-0.96169942571187,0.134,0.564,1.69151803033756e-21,CSRP1
CYB561A3,9.95304997183376e-26,0.668997083481377,0.276,0.261,1.71152647315653e-21,CYB561A3
USE1,1.02499463875774e-25,-0.60882361507323,0.127,0.518,1.76258078080782e-21,USE1
ANXA4,1.0429840945199e-25,-1.00543536396384,0.082,0.507,1.79351544893643e-21,ANXA4
DLL4,1.04308690991689e-25,1.46919548515043,0.194,0.038,1.79369225029308e-21,DLL4
RNF114,1.10262965290999e-25,-0.430468461899954,0.119,0.466,1.89608195114402e-21,RNF114
COPS9,1.1351132952796e-25,-0.828493016156405,0.037,0.418,1.9519408225628e-21,COPS9
CD164,1.1421132889073e-25,0.827864430997225,0.201,0.16,1.96397801160499e-21,CD164
DSCAM,1.1863195236756e-25,0.770510606219212,0.172,0.077,2.03999505291256e-21,DSCAM
PLGRKT,1.32381448978826e-25,0.322543930987312,0.172,0.299,2.27643139663988e-21,PLGRKT
ZEB2,1.32965945258567e-25,0.888849518877314,0.231,0.231,2.28648239466633e-21,ZEB2
ATP11A,1.3406114657369e-25,0.880641647987872,0.246,0.152,2.30531547648117e-21,ATP11A
GM10851,1.34680088733815e-25,0.791070055485113,0.358,0.445,2.31595880586668e-21,GM10851
ANKRD33B,1.36260480897373e-25,0.923415548437099,0.657,0.7,2.34313522951122e-21,ANKRD33B
TAF1D,1.37214339815007e-25,0.785423104176167,0.209,0.178,2.35953778745887e-21,TAF1D
RAP1B,1.39599300914287e-25,0.046312794190069,0.373,0.66,2.40054957852208e-21,RAP1B
ARF1,1.4227017711171e-25,-0.694468958010513,0.201,0.628,2.44647796561297e-21,ARF1
SMAD4,1.44309777961509e-25,0.635057359481341,0.179,0.156,2.48155094182611e-21,SMAD4
MBNL2,1.46102779650467e-25,0.753032704354296,0.261,0.242,2.51238339886942e-21,MBNL2
ASCC3,1.47427987579579e-25,0.910365285093243,0.231,0.145,2.53517167441844e-21,ASCC3
CHUK,1.4938423525682e-25,0.753486119111231,0.231,0.175,2.56881130947628e-21,CHUK
NDUFC2,1.52300498324275e-25,-0.624899982160562,0.104,0.484,2.61895936918423e-21,NDUFC2
PSMB2,1.54813444545293e-25,-0.399444379429396,0.194,0.562,2.66217199240085e-21,PSMB2
CNN2,1.57605191865604e-25,-1.09825997856257,0.343,0.779,2.71017887932093e-21,CNN2
CAP1,1.58878916618157e-25,0.166252696488253,0.239,0.438,2.73208185016582e-21,CAP1
RAB14,1.69730339063029e-25,-0.0383857363834987,0.231,0.514,2.91868291052784e-21,RAB14
ARHGDIB,1.79476468569101e-25,-0.849253909597759,0.194,0.628,3.08627735351426e-21,ARHGDIB
UBE2I,1.88600417675138e-25,-0.415097927628464,0.328,0.717,3.24317278234167e-21,UBE2I
ETFA,1.8906023696712e-25,0.0868791307058989,0.157,0.362,3.2510798348866e-21,ETFA
UBE2D2A,1.90296951214543e-25,-0.0163600677205011,0.276,0.551,3.27234637308528e-21,UBE2D2A
ZSWIM4,1.95465452162712e-25,0.868737813256826,0.187,0.06,3.36122391538999e-21,ZSWIM4
BZW1,1.99278458493016e-25,0.256480456578971,0.306,0.499,3.42679237224591e-21,BZW1
ARL6IP1,1.99932939374402e-25,0.308374636203172,0.485,0.707,3.43804682548222e-21,ARL6IP1
PCGF5,2.06858946018345e-25,-0.193846121668896,0.291,0.644,3.55714643573147e-21,PCGF5
GNB4,2.10795025381585e-25,0.618646128363083,0.433,0.585,3.62483125646173e-21,GNB4
ZFR,2.109686473515e-25,0.595280064793943,0.313,0.339,3.62781685985639e-21,ZFR
TAF10,2.11585006148008e-25,-0.750598148497202,0.03,0.392,3.63841576572115e-21,TAF10
ARL1,2.12320720662371e-25,0.29629087442144,0.142,0.243,3.65106711251014e-21,ARL1
DNAJC8,2.1511961171127e-25,-0.745677310877927,0.067,0.451,3.699196842987e-21,DNAJC8
TPR,2.17398899260668e-25,0.107005346425035,0.366,0.633,3.73839147168645e-21,TPR
CEP170,2.17811841116208e-25,0.807309487391583,0.239,0.171,3.74549241983432e-21,CEP170
AIMP1,2.18357803332232e-25,-0.635667697947896,0.075,0.44,3.75488078610107e-21,AIMP1
SETX,2.27586279824957e-25,0.792741553252169,0.254,0.193,3.91357366786996e-21,SETX
GPR183,2.33618011003662e-25,1.34333961672317,0.567,0.361,4.01729531721897e-21,GPR183
PEAK1,2.35989270879799e-25,0.786760091028392,0.336,0.286,4.05807150204903e-21,PEAK1
SRP9,2.37157605360785e-25,-0.589421088531821,0.119,0.5,4.07816218178405e-21,SRP9
SEPT11,2.45203835401852e-25,0.851770837706259,0.187,0.114,4.21652515357025e-21,SEPT11
PLAGL1,2.51340183620334e-25,1.02490531823945,0.104,0.016,4.32204579753526e-21,PLAGL1
MRFAP1,2.60831044418886e-25,-0.694470606267128,0.119,0.521,4.48525063982717e-21,MRFAP1
TCF4,2.78756837171332e-25,0.822971590708157,0.201,0.148,4.79350257199823e-21,TCF4
TAPBPL,2.94197460326123e-25,-0.303147443990355,0.224,0.599,5.05901952776802e-21,TAPBPL
MYO1G,2.95226704583286e-25,0.736305511116367,0.731,0.783,5.07671841201418e-21,MYO1G
REV3L,2.96039127554938e-25,0.890309610228018,0.194,0.107,5.09068883743472e-21,REV3L
TIMM23,2.96263727738124e-25,0.365027084947307,0.216,0.316,5.09455106218478e-21,TIMM23
OSBPL3,3.00495240243267e-25,0.809288880880944,0.224,0.128,5.16731615122321e-21,OSBPL3
ZMYM2,3.00824656364198e-25,0.734595294474572,0.179,0.175,5.17298079083875e-21,ZMYM2
PRPF8,3.02144227043345e-25,0.619026655435856,0.231,0.275,5.19567212823737e-21,PRPF8
PTEN,3.03276189815262e-25,0.537879222807853,0.224,0.292,5.21513736006324e-21,PTEN
CNBP,3.16714316257213e-25,0.0173448330297219,0.366,0.672,5.44621938235903e-21,CNBP
AHSA2,3.51565707444703e-25,0.434754188229242,0.104,0.163,6.04552390521912e-21,AHSA2
UBA6,3.51855962671738e-25,0.90909475626714,0.194,0.072,6.05051513410321e-21,UBA6
N4BP2L2,3.52758926024015e-25,0.586297201949989,0.239,0.266,6.06604249190896e-21,N4BP2L2
PPP1R11,3.59160973861807e-25,0.164720012042717,0.254,0.46,6.17613210652764e-21,PPP1R11
STON2,3.69332838332667e-25,0.876766964558257,0.187,0.115,6.35104748796854e-21,STON2
CTNNA1,3.83959302236115e-25,-0.424706101325489,0.179,0.547,6.60256416125223e-21,CTNNA1
PNISR,3.87259751564307e-25,0.888962122575396,0.313,0.256,6.65931868789982e-21,PNISR
TMEM33,3.87818338260395e-25,0.382879665000646,0.201,0.277,6.66892414472575e-21,TMEM33
RAB2A,4.23283686768418e-25,-0.332859995871613,0.172,0.508,7.27878627766972e-21,RAB2A
NIPA2,4.42574184504894e-25,0.711051971506209,0.254,0.212,7.61050567674616e-21,NIPA2
NSMCE1,4.47853437040134e-25,-0.793236180305985,0.03,0.385,7.70128770334214e-21,NSMCE1
VDAC1,4.7882944076042e-25,-0.742307815794036,0.082,0.472,8.23395106331619e-21,VDAC1
PDE4D,4.80500733496322e-25,0.891763344095748,0.142,0.042,8.26269061320276e-21,PDE4D
TIPRL,5.12393702184008e-25,0.461685185864643,0.119,0.17,8.81112210275621e-21,TIPRL
RAPGEF2,5.13307994186795e-25,0.936748995795518,0.142,0.089,8.82684426803613e-21,RAPGEF2
ZFP445,5.32292131357849e-25,0.824094524670663,0.216,0.168,9.15329549082958e-21,ZFP445
GNAI3,5.35072735688867e-25,0.378151124949167,0.291,0.432,9.20111076290576e-21,GNAI3
TRAF6,5.43174802295851e-25,0.0722638219545193,0.224,0.479,9.34043390027945e-21,TRAF6
PEBP1,5.67654267556566e-25,-0.511891880078278,0.082,0.422,9.76138278490271e-21,PEBP1
APOBEC3,5.95027891111041e-25,-0.121527862213463,0.515,0.848,1.02320996155455e-20,APOBEC3
POLB,6.14897758612616e-25,0.269334799265408,0.201,0.346,1.05737818571025e-20,POLB
UAP1,6.20032406675071e-25,0.579303670262174,0.478,0.663,1.06620772651845e-20,UAP1
RBM42,6.23345793554696e-25,-0.674609242121134,0.127,0.524,1.07190542659665e-20,RBM42
MED10,6.29814935788068e-25,-0.904115043558678,0.067,0.466,1.08302976358116e-20,MED10
USP12,6.37093554336358e-25,0.691539988722718,0.201,0.167,1.0955460760368e-20,USP12
DHX15,6.40961533915268e-25,0.605404935353998,0.231,0.255,1.1021974537207e-20,DHX15
STX12,6.77157953884317e-25,0.620429275453391,0.187,0.167,1.16444081749947e-20,STX12
PDE10A,7.14276846223357e-25,0.989618767953558,0.134,0.023,1.22827046476568e-20,PDE10A
ACVR1C,7.16938609452963e-25,0.933016671467529,0.119,0.02,1.23284763281532e-20,ACVR1C
DHX9,7.19385542564707e-25,0.484486313113105,0.216,0.293,1.23705537899427e-20,DHX9
ZMIZ1,7.19757001676013e-25,0.677845690445715,0.284,0.29,1.23769414008207e-20,ZMIZ1
ITFG1,8.01553434149238e-25,0.423935899991375,0.209,0.294,1.37835128536303e-20,ITFG1
RTN1,8.17146636635144e-25,0.754560772887498,0.172,0.109,1.40516535635779e-20,RTN1
PAK2,8.34942365965349e-25,0.362606854165259,0.343,0.477,1.43576689251401e-20,PAK2
DNAJB6,8.66141479313921e-25,0.282077463211099,0.269,0.466,1.48941688782822e-20,DNAJB6
ELF1,8.87347214583473e-25,0.228583298288447,0.299,0.51,1.52588227019774e-20,ELF1
WASF2,9.39922330570763e-25,0.195021699969316,0.261,0.445,1.61629043964948e-20,WASF2
THOC2,9.63233693441675e-25,0.632391953052835,0.209,0.21,1.6563766592423e-20,THOC2
TMEM128,9.64222037939178e-25,-0.472070139697635,0.187,0.567,1.65807621644021e-20,TMEM128
MCL1,9.87779293328183e-25,-0.654762975038896,0.209,0.629,1.69858527280714e-20,MCL1
BEX3,1.00085976061546e-24,-0.911104479648331,0.007,0.36,1.72107844435435e-20,BEX3
AEBP2,1.00752237815945e-24,0.610568094693906,0.448,0.504,1.73253548148299e-20,AEBP2
UQCR11,1.0150994410325e-24,-0.798510663602518,0.022,0.379,1.74556499879948e-20,UQCR11
H2-EB1,1.03230174954702e-24,1.03769546855842,0.97,0.867,1.77514608852105e-20,H2-EB1
KCNQ1OT1,1.03235980566054e-24,1.28459274593537,0.216,0.076,1.77524592181386e-20,KCNQ1OT1
VPS37A,1.03648669687278e-24,0.646423197779996,0.187,0.187,1.78234252394244e-20,VPS37A
IFNGR1,1.04037204318033e-24,1.0008693938646,0.313,0.196,1.78902376545289e-20,IFNGR1
KRCC1,1.05608799110289e-24,-0.77638659872437,0.172,0.596,1.81604890950052e-20,KRCC1
DNAJB14,1.0889883455959e-24,0.615828282990061,0.261,0.265,1.8726243590867e-20,DNAJB14
NAPA,1.09085824675061e-24,0.492955549315438,0.201,0.256,1.87583984111235e-20,NAPA
YWHAQ,1.12507089674361e-24,-0.536153845189321,0.127,0.495,1.93467191404032e-20,YWHAQ
MAT2A,1.14396197486093e-24,0.479717870844848,0.269,0.412,1.96715701197086e-20,MAT2A
PIP4K2A,1.16987196749136e-24,0.641169479136081,0.231,0.227,2.01171183529815e-20,PIP4K2A
FGFR1OP,1.18100061066568e-24,0.905107502756488,0.201,0.089,2.0308486501007e-20,FGFR1OP
KTN1,1.18867386685342e-24,0.836132963733607,0.403,0.349,2.04404358144114e-20,KTN1
ROCK1,1.19404392725627e-24,0.515415328626279,0.231,0.272,2.05327793730989e-20,ROCK1
BDP1,1.23306979970508e-24,0.795102630222961,0.246,0.217,2.12038682757286e-20,BDP1
ARID4A,1.24667319569044e-24,0.6926853232234,0.351,0.343,2.14377922730928e-20,ARID4A
G3BP1,1.3148914655671e-24,-0.596336741310277,0.104,0.474,2.26108736418918e-20,G3BP1
IKZF1,1.33777669109987e-24,0.801209328173711,0.201,0.148,2.30044079801533e-20,IKZF1
SLC44A2,1.35282719172519e-24,0.78793484062824,0.142,0.052,2.32632163889064e-20,SLC44A2
MAP3K14,1.36046421141588e-24,0.786694241077772,0.284,0.227,2.33945425795074e-20,MAP3K14
CEP350,1.38295073491602e-24,0.839045240876287,0.41,0.316,2.37812208376159e-20,CEP350
LIN54,1.46038247302965e-24,0.798838718773754,0.127,0.052,2.51127370062179e-20,LIN54
MDH1,1.46490101065434e-24,-0.696077079500769,0.104,0.492,2.5190437779212e-20,MDH1
SCN3A,1.47853314857005e-24,1.0987938675367,0.157,0.037,2.54248560228106e-20,SCN3A
CAPRIN1,1.47992235140836e-24,0.386346327458003,0.224,0.342,2.54487447548182e-20,CAPRIN1
EXOC4,1.50486547206801e-24,0.810562903698052,0.246,0.201,2.58776666576815e-20,EXOC4
ATP5G1,1.51422174940726e-24,-0.702790267259908,0.022,0.354,2.60385572028073e-20,ATP5G1
HSPA1B,1.52039511782697e-24,-1.78463583349837,0.269,0.705,2.61447144461526e-20,HSPA1B
BMP2K,1.52529959392282e-24,0.51360655735882,0.515,0.714,2.62290518170968e-20,BMP2K
RAB8A,1.55714091957151e-24,0.00264199234817797,0.209,0.471,2.67765952529518e-20,RAB8A
KDELR1,1.56093011883266e-24,-0.50445409242784,0.149,0.522,2.68417543234465e-20,KDELR1
UBXN4,1.61272128440325e-24,0.330364358683075,0.373,0.569,2.77323552065983e-20,UBXN4
LLPH,1.62405352611245e-24,-0.364799470093493,0.075,0.367,2.79272244350297e-20,LLPH
SLC28A2,1.63108737309967e-24,0.847172038643798,0.112,0.018,2.80481784678219e-20,SLC28A2
DGKD,1.64174385043165e-24,0.842552610966266,0.164,0.081,2.82314272520226e-20,DGKD
SPI1,1.64779751668726e-24,-0.271318377446841,0.41,0.781,2.83355260969541e-20,SPI1
IRF5,1.67973418680806e-24,-0.413225499495885,0.097,0.417,2.88847090763513e-20,IRF5
R3HDM2,1.75600175971669e-24,0.74919289187957,0.187,0.124,3.01962062600882e-20,R3HDM2
SDC4,1.77044344431488e-24,0.929458512553493,0.358,0.364,3.04445454684387e-20,SDC4
